reviewId,content,score
0ac400c1-a983-4b82-86eb-2821f959d356,netflix suck never ha a movie i want to see going to cancel,1
885674ad-4c34-4000-96f8-f520d4bebdf1,logged in and locked out at the same time access denied but in browser show logged in on phone,1
11e062a2-f350-4fb9-a086-a9fa36b722a4,best part there is no commercial advertisement,5
07ca2d98-d493-496d-a0bc-63d97d0d3146,my netflix account automatically asking login after login showing different account some time not login fix this bug,1
f8c72eb6-02a5-49e5-88a9-927ebe0217a6,amazing you can download add free game for free and watch 100 of show and movie,5
b8b61ee5-4e09-4efc-95f0-2c249eef558a,,1
d989f5f9-ad7b-451b-a689-2dd4b3d6bc77,technical issue,5
dfda85e9-44ae-41b3-a41c-672f304c7c26,love the app but can you add more season to some show like teenage mutant ninja turtle and others,5
3417b88a-0c4b-4d50-b27b-00eea07461ce,expensive and overpriced,1
fda53d65-070f-4f51-a3c5-8a139d024813,it get worse every day,1
021417ad-cdae-4fb9-98ff-84182886fefc,i need some help because i cant get past the start up and i dont know what to do to get into it so please fix this problem for me a soon a possible,1
81bfa367-6f71-49bd-b877-d53dce5e7a0b,the app wont even start on my phone this ha been a problem for like 6 month ive reached out to support but they werent helpful at all occasionally the error code change so they must be doing something but so far very disappointed,1
e0fd8b63-f7e8-4d27-b55b-ea85d79a06d0,find alternative tablet user app doesnt open on tablet,1
54f5500d-e1e1-40c7-b8d4-62ce84b63093,the apps amazing for just watching favourite no question to answer,5
241fa18e-9467-426f-a76b-6d16aad2533b,not impressed with the movie selection choice,3
4b5e5274-02ad-4ce7-84d6-82730fd528f5,good movie and epsords 475500,5
28a97d56-c94b-476b-9f0c-f8ded369f1dd,pretty good movie wa always satisfied the movie i have watched wish i could see the movie cradle of lie with dylan neil,4
dafc4ac7-1957-4282-bad2-5a2452fece38,unable to install with zero explanation,1
d65b4a1b-8911-4858-8907-7fb5ef2bec8f,still unstable trying to scroll through movie and it just snap back to the start every single time you can only watch what netflix tell you,2
2c4d1090-90f7-43dc-b768-ae25e3e4cf11,awesome,5
eecd7551-ddfc-4756-a72f-5f3434941b5c,bring back minecraft story mode pls i love watching it,2
00b78dde-b713-4fd4-b30c-a677efc516d2,cant get netflix on my tv the code you sent me where do i input that,1
6d12a24c-a707-4192-ab8f-a4ed91d97d2a,amazing app,5
d9fda253-e634-41f4-919e-30a0e748c8a1,this app is amazing,5
278bba7e-a8f2-4f91-9394-c462539f0fdb,i like to see netflix movie it very good,5
ccc9f34a-b933-4fcd-aacf-96690fec9b69,when did this app become the new paramount nothing play just freeze and crash and they raised the price lmao,1
1bf03189-4cb7-4db4-87b3-afc6c05f853d,love the crown,5
cd97b74a-7a1c-463e-9205-c5ed219c1368,absolutely terrible app,1
0cd9eb7f-4071-464e-84e6-7412cb31011d,i luv my netflix on my mobile my tablet on my tube i luv watching my official cartel moviez el senor de los cielozsenora acero la coyote on my mobile,5
d4ca67f1-56d6-4a2e-8ade-34095be762ce,when i watch wwe if i pause it then come back to it a bit later it start from the beginning again ive talked to staff about earth at netflix and when i watch other netflix program i can pause it come back to later and it still pulled in,1
aa89d1f6-e11b-4e31-ba69-3a840feb1b5e,netflix application bahut achcha work karti hai per ismein hindi dab show bahut kam hai jiske karan mujhe subscription lena bhi hota hai to maine kafi baar sochta hoon unhen jyada se jyada show dub karne chahie agar india mein work karna hai toh mujhe english mein dekhna bilkul pasand,3
5726ca3f-4d99-4f0a-94de-ee7a71f4f663,it ha supernatural 5 star,5
cc26bcee-b99b-4895-8b0c-3a4eebf9524f,this app is really amazing i watch movie i like the most when i cant get from other apps,5
6be04f04-ebe2-4043-973c-91d70dd08fc2,the only problem i have with this app is it is too bright after installation of the app or an update if i touch the brightness control bar within the player the base level of brightness increase suddenly and is always higher than the native screen brightness setting it to,4
3a7c4e2c-b656-4a00-aab1-273913825783,cool,5
bf4b78e2-23cc-4ede-9f48-cafb87b8fdd3,i have canceled my subscription and i will not return until affordable membership are ad free im not paying 25 a month for a service that ha poor option and want me to pay for their poor investment decision like 100 million contract with ex royal member who have nothing,1
9b83797f-6581-464a-991c-7c7aac9dcc85,enjoying,5
a1d74b42-2e8b-4cb5-9c1a-d6bfb48ad584,how to disable auto brightness too much brightness,1
966cb3d5-6f84-4dac-a4f2-9d26a452193d,no free trial no sharing unless it in the same house or mobile literally the worst streaming service,1
8729ba2e-b665-4e62-af26-a209783f4b8d,nice app full satisfied with it nice movie kdrama and other series,5
ec9b7861-9bc8-4798-9546-c18f6bc4e286,keep crashing,1
b0118ee6-466c-455a-a638-c3d02253c99f,disgusted with the service in guyana i am paying but it just have the neflix sign,1
ab8f578d-b0a2-42ba-9639-d940b6c5df9d,delete film from play list isnt working it still add them back in despite confirmation theyre deleted,3
ed44cb3c-dd4b-4a2d-8096-edec424bb03d,cant watch dexter in my region and there is nothing in this world i want than to just watch dexter,1
db5ae626-f7b6-45a3-af22-ff74818e5be0,i love it even though i have it on tv,5
fb24304a-f46a-434c-adb6-d8b451a91d7b,im only able to view the other profile on my account the app wont bring up my own profile with my own recently watchedcontinue watching show,1
5191c96a-127f-4820-8849-cba7c6e0e312,worst app not subscribed the apo,1
f14ac82e-d549-4948-a128-8371a65901d6,great app,5
8238552b-8ed9-4a25-9c0f-168da4eeea72,good and cheap if i continue getting im using a vpn when im not i will continue to rate it lower,3
143e0e81-4a98-445d-bb50-0460ce46f0ad,worst app i ever used cant login app even after payment,1
287a195c-0ada-48de-baed-254d7fd177cc,it so annoying you have to make it account,1
94f30551-9c48-432a-9365-c755a8e3b11f,3 star because you have to pay for netflix,3
29fcdc07-9315-43f8-b556-9130e1a43527,goog,5
8c38a5d6-b2ff-4812-bb7a-f66794d8941c,absolutely love this app it allows me to relax and mentally get away from all the psychological distraction of life thank you developer you guy are amazing a far a im concerned,5
b9bc0908-2126-424c-85bf-7bf0c8c87bd3,ok,5
a657518d-33e2-4c2f-abce-1c9cac7b8b23,very good i love,5
58e080d1-3dc9-441f-855e-14c33bbdebd1,is there any glitch in netflix after recent update when i am watching anything it automatically turn back and the screen become shorter kindly do smthng abt it,1
0ed399b6-4137-46ee-a213-63722bd61621,mean i absolutely love it so much i just like it,5
604b78e4-bfdf-4e49-bc2d-265e74bf2080,,5
2be5e70f-8857-4a07-8749-f2450cff5126,dismal experiencenot allowed to start membership,1
86b42749-1a95-4e17-9fc2-18841a67f1d2,amazing app not well known,5
c01b70f9-c116-42fc-bcfe-7bf240324ddc,easy process to signup,5
469ae3aa-57dc-4f36-99ab-c3b9f09cc4b5,ga lagi dah langganan udah bayar ga bisa login dicoba lagi ga bisa juga udah uninstall gabisa juga login juga cuma ada something went wrong sampah banget,1
d408f893-0dc7-4e41-9426-6c6ec9622a72,app is not open,1
7d4a7d91-1520-4ac4-bb8f-2aaced348d48,bestmove app,4
a0b919ce-f059-45ac-ba45-2e3bd3d3063f,it great for movie,5
3dae2756-8c06-42ea-81cf-e6132edb55eb,watch all the time,5
602124bd-be80-46b5-a354-5785e3bc218d,why did you take money for the movie,5
1af20f74-1d63-4b7d-a91b-03b2aba5517a,it very good,5
1209d533-901b-4728-b9f6-d996fbc2287e,can get chinese subtitle,3
6eba4d89-ac3a-459f-8a44-5f58572f16c1,cant change language of anime,1
01d24c20-c46f-4247-aee0-8461d08c047a,please released movie the voyage of demeter i waited so long for it,5
e7fa82f6-566e-41ca-a723-e86f5a4fecf4,best app in that warld,5
df3ba7b4-cfe3-47d4-9452-7984b9deff12,it need work,5
e71f83b2-8aea-4ed5-8664-357e0ac1e1f2,i love netflix but you got to stop making people pay like a lot of people just keep paying and paying well i think netflix should be free because it is a nice and it ha lot of movie dont get me wrong but i love netflix,4
6d0cc66d-16d9-4e92-9979-9c5c7a672223,no best,5
06c74b3a-abf9-429e-894b-4e66cbb03362,no ability to download show when youre travelling happy to take your money but not provide a way to access the content you pay for classic corporate,1
279a480b-0d97-467c-9c57-d63d0592df03,netflix parah sudah bayar mahal filem sudah didownload giliran mau di tonton tidak bisa di buka garagara di update sudah rugi kuota rugi biaya pembelian lengganannya juga tolong di perbaiki aplikasinya jangan merugikan orang kaya gini,1
61fb0c94-cae0-4f00-b3d2-cffd9b6fe08e,i dont know what to do because every time i play a movie it wont show up on the tv screen,2
9b595fc0-b6e1-44ed-ac2e-1b7e0e3070af,often crash freeze even with 5g network waste of subscription money and time,1
d7f3f805-e613-4d47-84dc-2741e3bd2d03,netflix is good but iam disappointed because same movie or anime are not there,4
86bc8e55-2911-4aab-adec-62ccc67f0d59,wish they had more robot animebeside having gundam or voltron please expand your field of japanese anime selection thanks,5
70789d49-2b31-4858-b0b7-68353b7f3ca8,i love it,5
f1e2c397-5a14-4c4b-b9a5-790efc13da34,,2
d473a4cc-93f2-4695-9c8d-c0ab25f07b01,i received a warning from netflix while using the app telling me that i need to disable my vpn when i clicked ok it showed me a different list of series and movie than i had initially until recently i wa watching the rookie which i can no longer find,1
d4fd6af6-9b5e-4e18-999d-c6a8ea5b6f3e,i wish yall would make each profile under the account pin protected because im tired of family member using my profile and messing up my algorithm,5
9a923c31-2e8b-4057-aacf-32049de2f5b9,very bad experience sign in hota nahi jaldi,1
9bf8bcf9-35ea-4de7-9d55-862ca91aeaa0,it rejected my year long identity,1
2a4dec84-98b6-4ba6-ba9f-39d546471860,appalling app from an appalling company the greed is disgusting and i wont be paying for a service which includes advert streaming in dead long live dvd,1
224c3cfe-0fb9-436a-9e23-40a93234c631,it really good,5
0e3fbaa8-b94e-410e-9f93-77a5d42c5b83,a lot of time the video is choppy,3
f4e0ec43-074d-4489-9492-3bb6fa527b30,one the best place to watch good movie,5
55775dd5-f8ca-49df-b29f-016a44fcc6ea,i cant use my app keep saying reset your password and if i do so is still showing incorrect password and i have been trying since yesterday please help me,1
5c3a4e4d-3e48-44e5-9993-92151dfcd6d1,stuck on loading,1
64c0ca51-de81-4454-92cd-40f9a32cbae5,need help to unsubscribe it bcz i dont need to anymore less film in our language are available in it,2
5a2e4803-2be3-4b3c-bcf9-69b5417673b7,1 season run are extremely frustrating i hate that netflix will cancel a good show after 1 season,1
14ed9962-6e1b-48c1-a7a9-06f34a6c0f7c,stop removing adam sandler movie first it wa blended then it wa happy gilmore now it grown ups stop im gon na cancel my subscription if this continues,1
2b47a389-3fab-4335-8a3a-612cb876cec3,i love this movie app but why netflix dont have khmer language or subtitle please upgrade your syste avaliable with khmer language you have lot of cambodian fan,5
345448f9-41aa-4402-bf8e-059548e4d20c,awesome will recommend this app to everyone,5
5471bdd4-0add-42b8-9c43-6cba0639d18d,im from philippine i love all video i watch on netflix but add more tagalog dubbed in other movie,4
0bce1c92-a2e4-4658-b2b0-e0f9f77b087c,perfect,5
14bc52df-a1ef-49ed-9da5-808f9fb6668a,i likee netflix bcz filmnyaaa seruu semuaaaaa ad yg ga seru sedikit wkwk,4
a2323c54-b967-474f-a14f-fc6a046249c0,what happen already pay but still no payment access,1
590c9665-7262-4f57-a114-0219fe1e6234,watching vedio,4
05feee57-7f51-448b-9aa9-2b5d5d6e7b79,the app is great love the movie and everything however about a few week ago it just stopped working on my phone would not open at all it just started working again today but that wasnt fun,4
053f04a8-c2ca-4a5a-b384-b5528075ba5e,1010,5
a5e2597d-b9db-4677-9c11-d277eb8c52c1,can you focus on updating your app to where it play episode in order instead of not giving you the option to skip or continue to the next it just end or play another show especially on drive to survive,1
0bbcfe4c-cb06-4ba6-bd42-e61f45e2c96f,the best with program choice well made movie and series 10 star,5
26aef17e-8d14-41fd-8669-f70ca87e4d1b,i love to netfilx,5
910c710a-9afc-489b-ba5b-4558541d881d,ware nice,5
c25c45dd-d51c-4093-b37e-34ad9a174764,netflix new update movie are playing blank with no picture on my android phone,1
5dcd39e8-c701-49f4-be80-4300a5c3b4ec,netflix get 5 out of 5 star solely for having saving bikini bottom the sandy cheek movie and plankton the movie on here,5
5647df42-e98e-4b68-b446-38d15db53fa6,kindly re add download option for window user,5
d4820903-8bb7-479c-9903-10f214805d21,is good game,5
f5909076-0063-45ad-8134-2251ebae8a00,this is epic expect there no quality option for mobile especially android and io you got ta go to the browser and pick higher or lower quality in setting and that aswell somewhat not work should make a quality option in the netflix mobile that will be a 5 star,4
66b266b7-1ba9-40a4-b8c8-db9ec8ffa4ca,just changed to the version with ad but it will not let me cast to my tv i may just drop it for awhile until i hear they have the bug worked out,1
9881e315-0adf-4456-b34f-68c22ea00fa7,this streaming service going down hill and it going hard from bad original to no password sharing to now garbage ad lmao what a shame would give 0stars if possible,1
93bb7cf7-677e-4624-8b4e-7bf155c56ea3,may bayad,1
b7d05a9e-0131-4fcf-b15d-cfcf2b329651,why ha this app been forced upon my phone i never installed it and i cant delete it i never intend on using netflix plz stop holding my already limited space hostage,1
a8a47e09-92c4-4caf-a036-22f13534ba60,doesnt work on a pixel 4a,1
ca23290f-0d64-4885-88e4-49cefe5ac337,movie galore,5
850eae2d-46fa-47f6-a179-b392cff86401,love the anime on here,5
3ad1efae-4762-430c-9ab4-1ac813a3e02c,new movie aplode,5
6958d40f-08e2-4eca-97ac-fc35fa32e1c3,bht costly hy netflix,5
2586ef33-5d39-4c12-b332-88da1b9508b7,terrible just want to pay my bill,1
ee2c1fb3-2026-4f7c-8a1a-40fc41cdf3af,i occasionally get the your device isnt part of the netflix household for this account when i am connected to the same wifi network a other connected device netflix trying too hard to crack down on password sharing that theyre alienating their own customer that are following the rule also,1
7f185b2d-f820-43b2-868e-de0c24644de6,it a best app to watch hindi dubbed series or indian movie,4
c05cb58c-162e-4a54-8e7a-88c10cba05d0,i am unable to watch anything because of the continuous lagging issue please help,5
0d77c669-cd7a-49bf-8f92-b29d8bbdfcfa,it binge worthy and ha a lot of a hollywood production plus excellent series to watch and content for all age,5
346947a3-daee-4901-bcf9-4fc6e80bf4e8,there should be better pricing with membership we dont get to own the material why are we paying so much im an individual and i pay for the most basic with ad netflix took away all the stuff that made it for everyone poor or poorer it a privilege i,1
ec7d15b8-dd9d-40ce-9af7-8a2f6b2b87cf,love all my favorite,5
fa1653d5-b574-4425-a9ae-50981e32fda3,keep raising price from 999 to now 1799 and adding ad while not having good movie or show to pick from not worth the price at all anymore 3,1
8a3251f1-91ec-4a10-946e-13b2075f30e2,why on earth wouldnt you have a restart option when choosing something to watch i love starting a movie 12 way through and have to slide the progress bar all the way to the beginning just to watch it buffer for 2 minute cmon probably the easiest thing you could,3
6f06e627-dd74-48aa-920a-45979d030119,getting buggier and buggier ever day i left this review in 2022 and nothing ha changed it only become even more expensive and less reliable,1
96479b3b-8462-457a-9bf8-9f4f30ba5241,ive canceled my subscription due to financial issue not the service i cant uninstall it any tip,4
03f78d55-660b-410f-a84c-44e63aa57191,downloads last less than a week seriously good to know my data mean jack to you id 0 star if i could,1
75a20b93-11c1-477f-9a68-d2649adb1608,i cant sign up,1
0147ccd1-fce9-4ac7-a176-7eb68a8052bd,no add if you pay and other stuff,5
c08e6215-972f-4033-b9d6-1610f3ae68fe,i am having problem with uninstalling this app,3
3c5abddc-0b4d-4acd-83d3-1d727f33a0aa,permita aos usurios desativar a exibio desses jogos ridculos,1
485e1fa0-3a48-450d-8c2d-a6d9a57438c3,i canceled my subscription but payment are still being deducted from my gcash account,1
2df87409-e438-4913-8c76-08850eee459d,great movie,5
af6ca4bb-a0b0-4c7f-8f0c-d80e2b073c10,why subscription price is hiked,1
89f8fb43-f1d3-45f4-ade0-ac7d239b66a3,not all movie are available and now they increase their subscription which wa no updating on the platform,1
c2d7c792-38bd-475f-b9b0-cfba26953077,no thanks,3
2dde1282-b8b8-46f6-a2a7-4280811dbaf9,we canceled our membership it usless if we travel abroad for a vacation will use third party app a an alternative,1
f3046b1a-175b-4970-a5d2-f035446f47ac,kuch kaam par nahi hai,1
eadf715a-25c8-471c-9511-4a5b51a853d6,worst flix,1
d6906580-411f-4599-b835-8891562a49f1,nice,5
755c3486-99b7-4bce-b728-38a6b471d429,the best in of the world 2024 the best in of the year 2025,5
8a25de18-9a6f-41b1-82d7-4011d3981264,i love the game,5
4a682fbe-0ccc-49a8-bcba-d3f65557beb1,even though i have paid it showing pending this is the third time it happening disgusting,1
0a93cc6e-5da7-4b0a-8211-edc1a833b5a1,enjoyable experience,5
e1891a09-2d4f-4941-b066-25ba58b69758,the bright control is completely useless it is pretty bright even at it lowest point,1
cd0ff97f-fef4-4590-90cc-2cf46df70e20,randomly crash,2
91aee9a2-1d24-4619-ad83-38908edae8f8,good aap,5
b07dc458-8383-46ed-a261-d3828996fedb,i wanted to sign in but it didnt work and i hate netflix it is a waste of time,1
79bb0d24-8ef6-440b-8b33-96279d85c6a6,i like it but why remove barbie princess charm school stop my daughter love it but you remove all her favourite movie,2
40d9244e-1067-4733-a216-3fef32af8753,best experience,5
7e63b1c1-e084-433f-b69a-247b827c94e5,they dont have spy x family,3
edfed763-3ee5-495b-bda6-4a1c8283ad98,they keep raising the price but limiting how many screen with the last pay i crease im just done and it look like a lot of people are feeling the same way netflix you used to pretty good now you suck,1
880f5c79-f1ad-4624-ab81-62628a400b89,question doe the app reset after an update all of my list got wiped out a did the continue watching option it had nothing trying to refund everything is a bit of a pain love the app other then that,4
4c7fe03f-5ce4-4055-bdd0-a84583eaaf73,perfect for a midnight sleep,5
13248b01-0a0f-4bf1-a9a3-1827469c712f,horrible networking rule,1
2713e610-2187-4b93-8463-1c3cc438f104,i had money i pay netflix,5
dc5f16f6-1101-4bb3-8f67-26a7bbb712fc,not worth the wow they just get greedier and greedier dont waste on this site,3
20c04b17-d000-4e36-8b5d-409a2a5f5aeb,watch often love korean drama,5
980e18d2-e379-45c1-9a64-52dafd811304,spend some money to fix those bug,1
115907c1-7576-4aa4-8414-49e2f4c22d94,best online platform for series movie,5
04fc15cc-9706-41bd-8e65-9fc9bacbe852,i like the fact that you can find everything in netflix,5
ea94f311-571f-49eb-a9a8-6e90811ed1c4,to many attempt please try again later error 506,5
83413ca6-b123-4be1-b41a-4cb0455fe7f6,it worse,1
4c3bda6c-9d8a-4e45-a224-a5e33133e525,,5
7b1d1e5b-915b-4580-b887-9ec2f15a9909,wrost application ever,1
2d5af899-dbbb-4eb4-a939-3bdeeccea74e,good,5
0afa22eb-c539-4a81-84e6-8b713d99178d,thanks for netflix network technology this platform seriously adorable to used,5
b4e0b654-ae48-4844-ba78-49c3d4799f2b,why this many update,2
9555945a-d2e3-4d54-8ec1-27708c3b795d,i have two profile but the content are the same since last month and insists on suggesting series i have already watched,1
7f1bad88-824a-4916-8f19-8c89cb033885,overall a good app but please developer can add a night mode option to use it comfortably like mx player ha night mode if you turn it on the brightness will be singnificantly reduce and it will be more comfortable to use it on night and keep it up,4
7f2ec8a6-046b-4c30-81ee-a641b63f3a95,aneh deh masa mau login dibilang sandinya salah padahal udah jelas jelas bener ga ada typo apapun udah bayar bayar malah ga bisa duhh,2
279b2e23-652f-4a27-8c70-0e8744ee0707,a problem occur not showing movie only showing cartoon movie,1
37ba1dd4-bb06-4ee1-a794-2d47a5ba6817,,5
fab4fcc1-1cef-479a-b038-92d56feb9546,very bad,1
145e0479-40f2-4693-b055-9a5ca85df257,fantastic nice and easy for an old technophobe like me thank you,5
5017ee79-924b-465b-a9ca-8db757907632,ive been a customer since these started and only 1 issue is i absolutely hate ad also way to many i understand you have to make revenue but come on guy also why dont you have cheech and chong movie because there classic and alot more funny than today comedy,2
f14e03c0-07f1-4535-8b0c-8edc9205e2bb,no compensa mais pagar netflix por conta de no poder mais compartilhar a senhas com outra pessoa que no seja da mesma casa o servio de streaming mais caro de todos e ainda tem essa palhaada,1
d577ba50-93de-4ddc-8e79-40d4b2f99413,why everytime i login on my phone it asks for password and when i try to login with the set password it say it wrong password it doesnt even except the sign in code whats the prob,3
a0214b26-9de3-46b5-8a39-0aeb4333c08a,it is very good but sound quality is not good on tv u ha to give setting on app sum time is give full volume sum time it give slow plz improve it,3
06ecae89-cd4b-4c78-bddd-5800e8c9b90b,need to uninstall everytime there is an update,1
10942588-47a9-410d-89cc-32b39a6bcf08,showing adult game in promo which is very annoying,1
05d4abee-2655-4b60-b9e7-4d0bedd0c7b6,i done my payment and cant use my account and saying issue with my payment i need immediate action i mailed help center no one responding,2
0664645e-c347-4759-8d11-fa2f14648a0b,no croatian subtitle,5
44e8ce3d-da85-4c6b-91af-dd198dcb65d5,i always asks for payment before completing an account,1
740ad85c-55ea-4794-9161-111b79a01ec2,wow exceptional app,5
e96ee611-0a89-4fae-9852-22007f697c4d,bridgetons great but but when they remove movie p me off because they do not stay downloaded they evaporate if i downloaded it it because i wanted it in my netflix,5
ce17856b-661a-4738-97ef-440ad6e21e55,good super,5
ce221b03-91b3-49aa-9b79-337c1c160340,gak bisa daftar,1
93c605a9-bc4a-4a4c-9fb4-2cbc0b201a39,no good but i love it,5
0427efce-4d18-4a82-9218-df3b31fbadf5,doesnt work on my nothing phone1 android 15 the screen glitch and flicker and the app crash when trying to leave app while watching please fix,1
1501d2c8-85af-49df-9c68-3e05628b6d39,we are waiting for the new season all creature great and small,3
0187685b-0d5b-4893-864e-bf6cb1c2c445,is it just me or else recently when video is playing and i touch the screen the control cant hide but only gone by time default the only thing that go up and hide when repeating touch the screen is brightness control only,2
e1078ca5-e32a-4981-b992-80163ea5a381,perhaps they could increase the price to pay for the update oh they did,3
89649831-135d-4de2-a509-0acbc2115071,thx for this app,3
ffae2cc3-429b-4108-bdc6-38e8a35b0185,bire nice,5
a231fb87-bc1f-472c-8f6b-925eb8b0f4e9,login process worst method,1
12c98df7-e067-47f1-9c00-926cb439a8e9,very interested app,5
53a4fcb7-8cf5-42ac-9711-94afab638a0d,crash on low end device,3
a033edf4-4e9f-4d6c-aa76-8fde5c90b257,netflix server is not working properly and i am not happy with this because i am not able to login my account and netflix is not being open,1
86cb5a61-bf93-4a29-84c9-91ab41ae3558,bekar hai,1
837936d0-107c-446c-a0bc-21c70bbdfdf4,poor with annoying error and even worse customer service kept getting household update error email link didnt fix netflix fix wa to sign out of all device failing to advise that several gega byte of downloaded episode would be deleted asked for a refund of the monthly fee and wa,1
44aed225-5a73-4803-9aae-a365750cf690,need to pay really i cant create a new one since i got a new phone i cant waste money on apps i thought it gon na be all free,2
3ae72a7d-8498-43fe-82db-4236e4ed39bf,best best app,5
790eed20-6e55-4a70-8a41-fc4ebe046d77,what a greedy platform youve become telling me all my device arent apart of the household how dare you,1
f034bff7-3faa-423a-a4b1-5d9418bbf5c6,i like i like nice movie very insteresting series,4
b5668b53-0918-4ba4-8097-dae30926f4ac,awesome,5
6097b10b-ee5f-4efe-aa98-3dcdb0089cb6,it doesnt want to open on my phone,5
94d4a13b-bfaf-4313-a852-7708cee3c513,it is so good for everyone,5
a45ca839-fab4-425c-b0d3-711557eca8e8,i purchased a subscription with adsnot knowing that the show were limited for viewing because of the reduced pricethe app is 90 percent show that they make themselveswhere are the real movie and showsi cancelled the app after 6 month,1
21f715a1-d119-4d62-b5c7-48a55c45e901,can i watch video just crash it worked for a bit but now video dont load i even tried restarting my phone,1
eddddf7e-8a74-4d1e-851e-5c79fc06af79,is not your business if i used the stream at work but now i can not because of your stupid wifi restriction fu this is the last month i pay suscription im moving to max gf,1
2e7684bd-dce6-4afa-ab55-2f417102a288,disappointed at sign up,1
b40aab1d-bc52-444a-80c6-3c15c1bc95b0,wa okay only used it for 3 show and then it started the household only rule exhausting and tedious for people who travel for work honestly just buy hulu or disney for better content and less desperate moneygrabs,1
6bd2f814-71f1-4d8b-82cd-b5eff80d8402,there a lot of amazing show and movie that they have,5
86d3f89e-a0ee-459d-a460-29c7efdc0da4,while you increased price by 30 you decided it a great idea to mix some profile if it wasnt enough that i every time have to choose a profile on my phone that is only used by me you think it great idea to show another profile content over the,2
a0217547-d53f-4c3e-af09-2a6b3b976b22,at earlier you allowed up to 5 name to watch in single account but now you ask for upgrade becouse more than 1 userare you getting greedy then better option uninstall or boycott it peace of mind,1
31618ba8-7ce5-4f45-a534-708a2f55705e,i like it the most,5
4a36801d-4eba-4753-b295-a701500f3b43,good,5
3c3bd8cf-41ad-4706-ab6a-b23eebfdff58,my list and my currently watchinghave both disappeared this is not a new bug this ha happened before and not just to me a simple google search tell me it happened to someone in 2022 and here we are in 2025 with the bug unfixed,1
a60e1945-8fae-4786-8d13-51af26bfa31e,i keep getting too many attempt prompt at login even tho it my first time trying to log in,1
f45f3eba-81dc-40c2-a49b-c980d1738b14,wont uninstall,1
64f63de8-4014-48c8-b6bc-4755c60c2b42,i see squid game forerever,5
3fa9f75c-0f8c-4de9-b7aa-127531ceeec2,usman raza ok ap,5
7bb76585-8152-4637-9889-9e5b038f33c1,this new netflix update is garbage the menu is even harder to use now just go back to the old layout,1
c06c9180-242f-4132-8e95-66d9775bce6c,app is crashing,1
d770a766-9b68-4ee0-aab2-891cd791b892,not much selection on movie repeated movie with different cover to trick the customer like they have huge selection im tempted of terminating my netflix account,3
f7b4a04e-f746-47c2-b1bf-e366d033ecdb,it just doesnt even work,2
09fc0507-1f0e-4610-80a5-57025aadf849,netflix payment method refusing to accept my visa saying that the information is not valid,2
f7025624-0cf1-4967-8f80-156a8c857bbc,too many add on a service that used to have none for a cheaper price the extortion of their customer continues and im fed up with it subscription canceled,1
ae25a1de-1da2-4944-9a9a-b539b78db2ee,good and greate,5
35d93cb2-423d-4e75-896b-57797cd7019e,disappointed because i have canceled the monthly payment several time yet you still continue to charge me without my approval,1
7a9eece3-d34a-4091-aead-be53b6871a66,top notch,5
453b9bb0-13e9-4fcd-81fc-6a369cb4c9db,i love my netflix good movie tv show,5
fda13d4b-bf3d-4b13-a948-7ab705899225,this ha straight up mobile game ad in it thats not even a joke,1
f7dfd72d-5074-4775-8650-61c97eec0314,awesome movie app ever ended with limited internet access,4
bde3e9b6-6705-4860-8695-b6d8ad71c97e,excellence,5
8b831da2-e82f-4b8c-86ce-612a02c22ffa,niceneed old action movie and new movie some movie not in this app,5
459a1b89-6174-48fb-8a22-6dce6ccc5e71,super rrr mindblowing,5
5f1f6b09-67dc-4835-8e52-0e1b5bcf745a,i hope you can add watch together to your app so that my wife and i could watch together when were in ldr,3
0ec29f5f-21a9-43a8-b9e6-1fcbd4c3d80f,device error 502172 and no solution work,1
40369fa9-9527-493d-8765-3a12b7488518,no free,1
e8d13cef-8a78-4008-8182-996ffd376031,love this channel,5
d4396a0c-0c1d-494e-8298-8beb0c536c86,it really good when im bored and just want to relax and it ha good show and movie i love it but can you guy plz make like a sign if someone is currently using netflix in your house maybe in the profile section plz im begging the community to,5
5bb8b379-c3c0-4084-a0b6-5c784f4c86fc,love it really recommend,5
d6aa868c-caac-4944-97cb-28229248649f,so there no way to remove these dumb game or a way to hide them ive put up with a lot of stuff with this company this right here might actually be the reason i unsubscribe,1
cf0ba1d4-8f59-40c1-a79c-c3fd59e5c53a,greedy pig,1
02233461-9c2a-4f0e-a15e-59fb9e5a1587,the screen is too dark and i cant adjust the brightness no way am i buying more time,1
24cc3f8b-efc0-43a8-8fa2-c8fee27af00c,garbage experience hulu is better,1
e40e927b-e546-43b1-a3ad-90a0201a0052,pretty good ngl but i just hate it when it when it asks if im traveling when ive been in the same room same house and same country the past forever,5
81f30af2-066c-4299-a052-5c240ab7ef4e,your ripping customer off putting the price up to 1299 a month for the standard no ad option is a disgrace not only is the quality of show getting worse but it stuff ive already seen on other streaming service and spending billion on wwe is a complete waste of,2
da2c41ae-fd8c-4e68-9825-c2963adbdfb3,great app great movie,5
aeba753f-d268-44ca-80b0-1f3b8161cdc1,this is supposed to be the best but the download speed is terrible i know you guy cant let thing go for free but well it took me 2 hour to download a 56 minute show really and i have 5g ultra wideband with verizon thats just ridiculous im a,1
3ec77b6e-e01a-477f-bd1d-e5133cc602a7,feature on the app dont work on mobile phone,1
76f661b8-bfc7-4375-a4ab-66f5449a39c5,they took the time to explain everything to me and i got result quick and they were friendly,5
